user_id,month,calls_made_per_month,total_minutes,messages_sent,data_volume_mb,total_mb,total_gb
1097,12,116.0,753.0,,19175.92,19175.92,19.0
1098,8,46.0,308.0,51.0,17686.54,17686.54,18.0
1098,9,79.0,508.0,99.0,29244.37,29244.37,29.0
1098,10,95.0,594.0,89.0,30885.97,30885.97,31.0
1098,11,68.0,424.0,89.0,31063.77,31063.77,31.0
1098,12,57.0,414.0,98.0,28876.32,28876.32,29.0
1099,2,7.0,38.0,3.0,599.78,599.78,1.0
1099,3,93.0,667.0,22.0,20857.74,20857.74,21.0
1099,4,72.0,485.0,15.0,15861.63,15861.63,16.0
1099,5,78.0,460.0,25.0,20522.51,20522.51,21.0
1099,6,61.0,393.0,11.0,14416.46,14416.46,15.0
1099,7,74.0,418.0,29.0,13238.13,13238.13,13.0
1099,8,62.0,407.0,31.0,16692.58,16692.58,17.0
1099,9,74.0,457.0,24.0,17353.26,17353.26,17.0
1099,10,72.0,473.0,24.0,20462.74,20462.74,20.0
1099,11,86.0,666.0,24.0,15144.54,15144.54,15.0
1099,12,82.0,511.0,31.0,16293.44,16293.44,16.0
1100,8,26.0,205.0,36.0,15115.119999999999,15115.119999999999,15.0
1100,9,67.0,467.0,45.0,18948.95,18948.95,19.0
1100,10,40.0,234.0,64.0,16753.37,16753.37,17.0
1100,11,52.0,337.0,47.0,24672.97,24672.97,25.0
1100,12,45.0,277.0,73.0,21906.66,21906.66,22.0
1101,4,18.0,160.0,19.0,1832.63,1832.63,2.0
1101,5,49.0,336.0,81.0,17296.93,17296.93,17.0
1101,6,67.0,417.0,70.0,14432.43,14432.43,15.0
1101,7,47.0,276.0,66.0,14207.54,14207.54,14.0
1101,8,54.0,424.0,106.0,15143.18,15143.18,15.0
1101,9,55.0,431.0,78.0,12907.32,12907.32,13.0
1101,10,63.0,433.0,78.0,15815.91,15815.91,16.0
1101,11,60.0,416.0,65.0,12178.0,12178.0,12.0
1101,12,64.0,330.0,85.0,9104.09,9104.09,9.0
1102,12,60.0,407.0,45.0,6491.35,6491.35,7.0
1103,8,25.0,152.0,15.0,13561.66,13561.66,14.0
1103,9,59.0,412.0,24.0,18619.47,18619.47,19.0
1103,10,50.0,349.0,35.0,19214.54,19214.54,19.0
1103,11,48.0,284.0,30.0,21279.43,21279.43,21.0
1103,12,53.0,369.0,36.0,18351.86,18351.86,18.0
1104,12,4.0,10.0,25.0,9360.99,9360.99,10.0
1105,10,67.0,399.0,46.0,9664.7,9664.7,10.0
1105,11,120.0,776.0,93.0,11937.49,11937.49,12.0
1105,12,119.0,812.0,104.0,10987.22,10987.22,11.0
1106,5,35.0,160.0,,13256.11,13256.11,13.0
1106,6,77.0,466.0,,18617.0,18617.0,19.0
1106,7,84.0,555.0,,18682.76,18682.76,19.0
1106,8,76.0,545.0,,23732.1,23732.1,24.0
1106,9,81.0,470.0,,28192.49,28192.49,28.0
1106,10,68.0,456.0,,19170.18,19170.18,19.0
1106,11,75.0,517.0,,25163.24,25163.24,25.0
1106,12,67.0,517.0,,22147.94,22147.94,22.0
1107,11,14.0,49.0,19.0,5209.57,5209.57,6.0
1107,12,41.0,295.0,46.0,18422.66,18422.66,18.0
1108,12,,,,233.17,233.17,1.0
1109,4,29.0,194.0,,8246.83,8246.83,9.0
1109,5,60.0,403.0,,12630.88,12630.88,13.0
1109,6,78.0,530.0,,12202.07,12202.07,12.0
1109,7,78.0,483.0,,20005.7,20005.7,20.0
1109,8,77.0,478.0,,10660.34,10660.34,11.0
1109,9,53.0,386.0,,12191.51,12191.51,12.0
1109,10,67.0,549.0,,10290.62,10290.62,11.0
1109,11,68.0,426.0,,11015.09,11015.09,11.0
1109,12,66.0,433.0,,12497.47,12497.47,13.0
1110,5,13.0,62.0,12.0,7247.61,7247.61,8.0
1110,6,52.0,372.0,74.0,24115.41,24115.41,24.0
1110,7,72.0,497.0,61.0,20312.24,20312.24,20.0
1110,8,56.0,258.0,59.0,24671.51,24671.51,25.0
1110,9,64.0,446.0,73.0,23705.63,23705.63,24.0
1110,10,61.0,397.0,53.0,22191.06,22191.06,22.0
1110,11,54.0,354.0,34.0,20229.84,20229.84,20.0
1110,12,60.0,408.0,50.0,21214.5,21214.5,21.0
1111,9,25.0,169.0,44.0,5933.05,5933.05,6.0
1111,10,35.0,221.0,107.0,16146.39,16146.39,16.0
1111,11,42.0,315.0,79.0,18228.08,18228.08,18.0
1111,12,38.0,329.0,92.0,14857.96,14857.96,15.0
1112,10,96.0,659.0,33.0,10565.2,10565.2,11.0
1112,11,113.0,841.0,41.0,12728.12,12728.12,13.0
1112,12,100.0,707.0,40.0,12235.76,12235.76,12.0
1113,6,54.0,385.0,44.0,13695.210000000001,13695.210000000001,14.0
1113,7,65.0,385.0,43.0,10490.26,10490.26,11.0
1113,8,63.0,499.0,37.0,15330.51,15330.51,15.0
1113,9,67.0,462.0,31.0,12197.81,12197.81,12.0
1113,10,72.0,473.0,40.0,15598.95,15598.95,16.0
1113,11,71.0,509.0,30.0,12778.72,12778.72,13.0
1113,12,79.0,488.0,52.0,15672.41,15672.41,16.0
1114,7,37.0,217.0,29.0,7572.629999999999,7572.629999999999,8.0
1114,8,110.0,682.0,78.0,21360.4,21360.4,21.0
1114,9,87.0,573.0,95.0,12680.130000000001,12680.130000000001,13.0
1114,10,94.0,664.0,89.0,15846.17,15846.17,16.0
1114,11,91.0,610.0,78.0,26829.87,26829.87,27.0
1114,12,98.0,709.0,95.0,18058.14,18058.14,18.0
1115,11,44.0,319.0,33.0,5528.17,5528.17,6.0
1115,12,115.0,814.0,119.0,18879.21,18879.21,19.0
1116,8,49.0,337.0,19.0,15068.74,15068.74,15.0
1117,5,11.0,47.0,,2025.11,2025.11,2.0
1117,6,41.0,346.0,,14686.89,14686.89,15.0
1117,7,57.0,403.0,,17769.81,17769.81,18.0
1117,8,47.0,289.0,,22852.64,22852.64,23.0
1117,9,58.0,464.0,,21826.53,21826.53,22.0
1117,10,48.0,363.0,,18489.4,18489.4,19.0
1117,11,58.0,352.0,,18252.4,18252.4,18.0
1117,12,40.0,279.0,,25026.19,25026.19,25.0
1118,12,115.0,846.0,17.0,15963.98,15963.98,16.0
1119,10,49.0,320.0,105.0,633.04,633.04,1.0
1119,11,65.0,425.0,128.0,866.29,866.29,1.0
1119,12,72.0,385.0,133.0,1813.6599999999999,1813.6599999999999,2.0
1120,4,47.0,260.0,41.0,23382.83,23382.83,23.0
1120,5,58.0,427.0,48.0,22914.24,22914.24,23.0
1120,6,54.0,326.0,42.0,21893.08,21893.08,22.0
1120,7,42.0,334.0,46.0,21641.98,21641.98,22.0
1120,8,55.0,373.0,47.0,19046.98,19046.98,19.0
1120,9,60.0,404.0,53.0,28016.71,28016.71,28.0
1120,10,58.0,367.0,43.0,17879.2,17879.2,18.0
1120,11,53.0,340.0,42.0,21167.079999999998,21167.079999999998,21.0
1120,12,48.0,401.0,55.0,18871.88,18871.88,19.0
1121,11,,,1.0,1236.65,1236.65,2.0
1121,12,,,97.0,66863.89,66863.89,66.0
1122,5,47.0,325.0,15.0,10913.65,10913.65,11.0
1122,6,63.0,473.0,15.0,17780.58,17780.58,18.0
1122,7,57.0,330.0,19.0,16299.25,16299.25,16.0
1122,8,68.0,461.0,22.0,29045.27,29045.27,29.0
1122,9,59.0,434.0,16.0,22436.68,22436.68,22.0
1122,10,66.0,362.0,21.0,17460.79,17460.79,18.0
1122,11,66.0,342.0,28.0,16862.03,16862.03,17.0
1122,12,54.0,354.0,24.0,21337.4,21337.4,21.0
1123,6,6.0,39.0,1.0,1766.76,1766.76,2.0
1123,7,85.0,510.0,30.0,33222.95,33222.95,33.0
1123,8,89.0,500.0,31.0,19375.57,19375.57,19.0
1123,9,70.0,418.0,20.0,17772.7,17772.7,18.0
1123,10,88.0,568.0,27.0,21505.98,21505.98,22.0
1123,11,79.0,413.0,35.0,21177.71,21177.71,21.0
1123,12,87.0,650.0,38.0,24982.22,24982.22,25.0
1124,10,34.0,215.0,30.0,3686.42,3686.42,4.0
1124,11,74.0,518.0,96.0,5898.57,5898.57,6.0
1124,12,63.0,417.0,93.0,6495.23,6495.23,7.0
1125,12,65.0,475.0,54.0,22697.1,22697.1,23.0
1126,6,116.0,739.0,78.0,27575.54,27575.54,27.0
1126,7,124.0,876.0,94.0,25768.85,25768.85,26.0
1126,8,126.0,888.0,88.0,34307.16,34307.16,34.0
1126,9,107.0,688.0,74.0,28196.33,28196.33,28.0
1126,10,121.0,843.0,86.0,24840.64,24840.64,25.0
1126,11,147.0,954.0,72.0,20906.16,20906.16,21.0
1126,12,109.0,697.0,77.0,22134.66,22134.66,22.0
1127,6,5.0,22.0,3.0,7756.93,7756.93,8.0
1127,7,35.0,226.0,10.0,21608.77,21608.77,22.0
1127,8,34.0,257.0,9.0,21291.57,21291.57,21.0
1127,9,28.0,192.0,16.0,26462.44,26462.44,26.0
1127,10,27.0,158.0,12.0,24318.32,24318.32,24.0
1127,11,33.0,211.0,12.0,28516.95,28516.95,28.0
1127,12,37.0,314.0,14.0,21964.05,21964.05,22.0
1128,6,6.0,42.0,25.0,13036.38,13036.38,13.0
1128,7,9.0,70.0,38.0,20796.32,20796.32,21.0
1128,8,7.0,49.0,54.0,15748.49,15748.49,16.0
1128,9,6.0,18.0,43.0,21204.82,21204.82,21.0
1128,10,5.0,32.0,37.0,19870.93,19870.93,20.0
1128,11,5.0,41.0,42.0,18740.37,18740.37,19.0
1128,12,11.0,90.0,55.0,15362.73,15362.73,16.0
1130,9,42.0,230.0,51.0,12787.35,12787.35,13.0
1130,10,67.0,487.0,92.0,20706.02,20706.02,21.0
1130,11,80.0,548.0,89.0,13800.91,13800.91,14.0
1130,12,71.0,421.0,104.0,17920.43,17920.43,18.0
1131,5,,,18.0,6468.11,6468.11,7.0
1131,6,,,27.0,14637.039999999999,14637.039999999999,15.0
1131,7,,,28.0,16564.01,16564.01,17.0
1131,8,,,33.0,12271.78,12271.78,12.0
1131,9,,,26.0,15594.75,15594.75,16.0
1131,10,,,31.0,21292.61,21292.61,21.0
1131,11,,,20.0,13697.04,13697.04,14.0
1131,12,,,33.0,15212.42,15212.42,15.0
1132,4,59.0,333.0,72.0,15651.16,15651.16,16.0
1132,5,113.0,707.0,149.0,30169.84,30169.84,30.0
1132,6,93.0,692.0,143.0,26344.73,26344.73,26.0
1132,7,88.0,531.0,149.0,27907.55,27907.55,28.0
1132,8,100.0,747.0,151.0,20796.21,20796.21,21.0
1132,9,93.0,618.0,155.0,26357.55,26357.55,26.0
1132,10,92.0,612.0,153.0,22614.02,22614.02,23.0
1132,11,83.0,580.0,166.0,26550.579999999998,26550.579999999998,26.0
1132,12,93.0,596.0,150.0,17396.31,17396.31,17.0
1133,7,10.0,60.0,27.0,3895.05,3895.05,4.0
1133,8,33.0,224.0,70.0,16099.27,16099.27,16.0
1133,9,39.0,288.0,90.0,17366.56,17366.56,17.0
1133,10,36.0,235.0,81.0,16908.69,16908.69,17.0
1133,11,39.0,286.0,102.0,16483.21,16483.21,17.0
1133,12,43.0,245.0,85.0,12440.39,12440.39,13.0
1134,9,40.0,263.0,16.0,15746.07,15746.07,16.0
1134,10,36.0,202.0,11.0,18199.5,18199.5,18.0
1134,11,33.0,201.0,24.0,23317.89,23317.89,23.0
1134,12,35.0,240.0,10.0,24072.13,24072.13,24.0
1135,12,17.0,130.0,,6921.2,6921.2,7.0
1136,10,22.0,115.0,26.0,11788.640000000001,11788.640000000001,12.0
1136,11,64.0,470.0,42.0,21273.99,21273.99,21.0
1136,12,50.0,314.0,59.0,22459.67,22459.67,22.0
1137,10,,,48.0,7002.91,7002.91,7.0
1137,11,,,64.0,3084.69,3084.69,4.0
1137,12,,,56.0,6745.66,6745.66,7.0
1138,2,42.0,280.0,7.0,16319.15,16319.15,16.0
1138,3,53.0,333.0,13.0,17496.71,17496.71,18.0
1138,4,44.0,293.0,11.0,20111.21,20111.21,20.0
1138,5,61.0,353.0,16.0,23059.99,23059.99,23.0
1138,6,70.0,480.0,17.0,18719.47,18719.47,19.0
1138,7,52.0,370.0,11.0,23709.07,23709.07,24.0
1138,8,73.0,503.0,7.0,18505.37,18505.37,19.0
1138,9,54.0,349.0,17.0,20713.82,20713.82,21.0
1138,10,66.0,427.0,7.0,23778.67,23778.67,24.0
1138,11,57.0,344.0,7.0,16732.29,16732.29,17.0
1138,12,27.0,160.0,7.0,8084.349999999999,8084.349999999999,8.0
1139,11,20.0,143.0,26.0,7640.26,7640.26,8.0
1139,12,46.0,298.0,56.0,16642.19,16642.19,17.0
1140,6,26.0,156.0,3.0,6188.79,6188.79,7.0
1140,7,95.0,744.0,13.0,24060.44,24060.44,24.0
1140,8,89.0,533.0,13.0,20653.77,20653.77,21.0
1140,9,97.0,668.0,12.0,14411.51,14411.51,15.0
1140,10,102.0,807.0,16.0,16832.5,16832.5,17.0
1140,11,46.0,316.0,8.0,7153.67,7153.67,7.0
1141,6,18.0,128.0,3.0,1990.02,1990.02,2.0
1141,7,112.0,724.0,13.0,15038.09,15038.09,15.0
1141,8,98.0,637.0,19.0,16926.93,16926.93,17.0
1141,9,110.0,778.0,26.0,13151.789999999999,13151.789999999999,13.0
1141,10,141.0,975.0,21.0,15702.7,15702.7,16.0
1141,11,106.0,740.0,15.0,17335.74,17335.74,17.0
1141,12,131.0,802.0,23.0,18037.61,18037.61,18.0
1142,8,11.0,78.0,14.0,5493.87,5493.87,6.0
1142,9,50.0,354.0,28.0,22002.61,22002.61,22.0
1142,10,65.0,381.0,45.0,14142.56,14142.56,14.0
1142,11,54.0,404.0,47.0,18743.06,18743.06,19.0
1142,12,56.0,374.0,47.0,16170.33,16170.33,16.0
1144,4,21.0,147.0,21.0,8196.029999999999,8196.029999999999,9.0
1144,5,82.0,572.0,73.0,25753.69,25753.69,26.0
1144,6,73.0,436.0,64.0,26198.65,26198.65,26.0
1144,7,82.0,641.0,64.0,38583.96,38583.96,38.0
1144,8,70.0,533.0,86.0,36704.71,36704.71,36.0
1144,9,70.0,458.0,74.0,37587.03,37587.03,37.0
1144,10,80.0,536.0,72.0,38156.82,38156.82,38.0
1144,11,77.0,475.0,66.0,30493.86,30493.86,30.0
1144,12,75.0,479.0,81.0,33370.53,33370.53,33.0
1145,6,54.0,364.0,44.0,8298.869999999999,8298.869999999999,9.0
1145,7,54.0,314.0,78.0,17051.47,17051.47,17.0
1145,8,46.0,293.0,75.0,17008.2,17008.2,17.0
1145,9,70.0,483.0,55.0,17330.79,17330.79,17.0
1145,10,54.0,316.0,71.0,23605.38,23605.38,24.0
1145,11,38.0,207.0,64.0,19764.82,19764.82,20.0
1145,12,55.0,338.0,61.0,18802.88,18802.88,19.0
1146,10,39.0,209.0,43.0,11661.46,11661.46,12.0
1146,11,61.0,409.0,86.0,19888.04,19888.04,20.0
1146,12,64.0,425.0,109.0,17860.26,17860.26,18.0
1147,5,107.0,692.0,24.0,28739.36,28739.36,29.0
1147,6,98.0,589.0,23.0,34888.83,34888.83,35.0
1147,7,121.0,723.0,30.0,36723.28,36723.28,36.0
1147,8,124.0,903.0,27.0,32962.14,32962.14,33.0
1147,9,89.0,518.0,18.0,35929.97,35929.97,36.0
1147,10,99.0,622.0,24.0,36895.77,36895.77,37.0
1147,11,119.0,739.0,33.0,25423.63,25423.63,25.0
1147,12,119.0,873.0,24.0,25811.670000000002,25811.670000000002,26.0
1148,11,64.0,407.0,47.0,13722.77,13722.77,14.0
1148,12,84.0,579.0,76.0,17832.13,17832.13,18.0
1149,9,33.0,238.0,,2450.56,2450.56,3.0
1149,10,77.0,473.0,,11688.36,11688.36,12.0
1149,11,79.0,550.0,,12987.49,12987.49,13.0
1149,12,55.0,390.0,,7911.99,7911.99,8.0
1150,9,29.0,151.0,,4121.2,4121.2,5.0
1150,10,78.0,421.0,,15184.27,15184.27,15.0
1150,11,83.0,581.0,,18137.14,18137.14,18.0
1150,12,76.0,445.0,,12881.1,12881.1,13.0
1151,8,23.0,139.0,23.0,4775.44,4775.44,5.0
1151,9,66.0,459.0,57.0,14761.49,14761.49,15.0
1151,10,93.0,462.0,60.0,20534.38,20534.38,21.0
1151,11,96.0,604.0,63.0,16671.63,16671.63,17.0
1151,12,92.0,662.0,57.0,12759.72,12759.72,13.0
1152,11,84.0,591.0,,16922.13,16922.13,17.0
1152,12,114.0,682.0,,15773.119999999999,15773.119999999999,16.0
1153,6,27.0,227.0,,4746.07,4746.07,5.0
1153,7,79.0,566.0,,11763.72,11763.72,12.0
1153,8,92.0,633.0,,15152.16,15152.16,15.0
1153,9,72.0,540.0,,19322.87,19322.87,19.0
1153,10,113.0,733.0,,10091.36,10091.36,10.0
1153,11,87.0,604.0,,16651.62,16651.62,17.0
1153,12,85.0,582.0,,9006.32,9006.32,9.0
1154,10,38.0,325.0,74.0,16242.38,16242.38,16.0
1154,11,40.0,264.0,68.0,18063.16,18063.16,18.0
1154,12,36.0,232.0,83.0,12544.68,12544.68,13.0
1155,2,11.0,85.0,8.0,4975.1900000000005,4975.1900000000005,5.0
1155,3,36.0,246.0,34.0,20935.06,20935.06,21.0
1155,4,36.0,270.0,49.0,18536.920000000002,18536.920000000002,19.0
1155,5,30.0,209.0,36.0,16743.03,16743.03,17.0
1155,6,32.0,192.0,35.0,20582.21,20582.21,21.0
1155,7,24.0,129.0,27.0,20407.8,20407.8,20.0
1155,8,37.0,229.0,33.0,26732.39,26732.39,27.0
1155,9,36.0,195.0,47.0,25109.6,25109.6,25.0
1155,10,31.0,247.0,23.0,25785.6,25785.6,26.0
1155,11,34.0,256.0,28.0,20099.69,20099.69,20.0
1155,12,29.0,200.0,35.0,26530.44,26530.44,26.0
1156,4,31.0,223.0,,8642.62,8642.62,9.0
1156,5,78.0,466.0,,24169.96,24169.96,24.0
1156,6,78.0,555.0,,21636.5,21636.5,22.0
1156,7,65.0,491.0,,23331.7,23331.7,23.0
1156,8,62.0,382.0,,17630.7,17630.7,18.0
1156,9,65.0,315.0,,20283.49,20283.49,20.0
1156,10,64.0,376.0,,19966.57,19966.57,20.0
1156,11,85.0,589.0,,18137.5,18137.5,18.0
1156,12,48.0,369.0,,17486.49,17486.49,18.0
1157,7,46.0,284.0,,6447.47,6447.47,7.0
1157,8,60.0,358.0,,15398.11,15398.11,16.0
1157,9,74.0,478.0,,10238.27,10238.27,10.0
1157,10,60.0,392.0,,10062.17,10062.17,10.0
1157,11,64.0,388.0,,9236.95,9236.95,10.0
1157,12,68.0,480.0,,8196.85,8196.85,9.0
1158,12,61.0,448.0,,21244.74,21244.74,21.0
1159,8,93.0,683.0,73.0,6412.6,6412.6,7.0
1159,9,120.0,743.0,107.0,17015.76,17015.76,17.0
1159,10,110.0,793.0,106.0,15861.99,15861.99,16.0
1159,11,119.0,792.0,94.0,13825.28,13825.28,14.0
1159,12,138.0,987.0,110.0,13966.210000000001,13966.210000000001,14.0
1160,4,42.0,212.0,9.0,6759.66,6759.66,7.0
1160,5,77.0,574.0,14.0,20314.35,20314.35,20.0
1160,6,78.0,513.0,11.0,16732.0,16732.0,17.0
1160,7,80.0,555.0,17.0,15954.6,15954.6,16.0
1160,8,78.0,595.0,24.0,22566.63,22566.63,23.0
1160,9,89.0,624.0,23.0,15166.3,15166.3,15.0
1160,10,92.0,626.0,13.0,24711.15,24711.15,25.0
1160,11,75.0,493.0,10.0,22695.93,22695.93,23.0
1160,12,82.0,559.0,14.0,22595.059999999998,22595.059999999998,23.0
1161,11,13.0,102.0,,1052.08,1052.08,2.0
1161,12,95.0,670.0,2.0,13603.88,13603.88,14.0
1162,10,43.0,290.0,23.0,10939.1,10939.1,11.0
1162,11,65.0,352.0,34.0,17130.9,17130.9,17.0
1162,12,48.0,357.0,39.0,19813.79,19813.79,20.0
1163,8,52.0,362.0,4.0,12166.449999999999,12166.449999999999,12.0
1163,9,68.0,394.0,3.0,14821.54,14821.54,15.0
1163,10,82.0,669.0,7.0,19785.31,19785.31,20.0
1163,11,82.0,533.0,10.0,26548.26,26548.26,26.0
1163,12,76.0,479.0,6.0,22193.15,22193.15,22.0
1164,4,15.0,99.0,9.0,2947.77,2947.77,3.0
1164,5,59.0,417.0,26.0,13675.95,13675.95,14.0
1164,6,60.0,369.0,29.0,16795.58,16795.58,17.0
1164,7,60.0,377.0,28.0,13498.97,13498.97,14.0
1164,8,44.0,266.0,21.0,14337.82,14337.82,15.0
1164,9,62.0,418.0,29.0,14072.88,14072.88,14.0
1164,10,57.0,408.0,25.0,16135.66,16135.66,16.0
1164,11,67.0,432.0,32.0,16867.46,16867.46,17.0
1164,12,44.0,325.0,26.0,16078.19,16078.19,16.0
1165,10,2.0,9.0,2.0,3228.44,3228.44,4.0
1165,11,22.0,113.0,42.0,18911.25,18911.25,19.0
1165,12,24.0,171.0,24.0,15928.3,15928.3,16.0
1166,9,18.0,168.0,,16678.22,16678.22,17.0
1166,10,28.0,165.0,,19805.95,19805.95,20.0
1166,11,30.0,172.0,,28112.87,28112.87,28.0
1166,12,24.0,193.0,,19746.03,19746.03,20.0
1167,5,18.0,166.0,16.0,3367.1800000000003,3367.1800000000003,4.0
1167,6,80.0,599.0,49.0,15091.52,15091.52,15.0
1167,7,81.0,546.0,59.0,12309.02,12309.02,13.0
1167,8,75.0,537.0,31.0,8734.55,8734.55,9.0
1167,9,60.0,414.0,44.0,13276.26,13276.26,13.0
1167,10,80.0,587.0,52.0,16142.29,16142.29,16.0
1167,11,82.0,589.0,41.0,13312.88,13312.88,14.0
1167,12,76.0,561.0,52.0,13003.48,13003.48,13.0
1168,12,41.0,272.0,14.0,7322.85,7322.85,8.0
1169,12,105.0,770.0,110.0,17431.28,17431.28,18.0
1170,9,13.0,85.0,3.0,7189.24,7189.24,8.0
1170,10,116.0,819.0,5.0,23753.86,23753.86,24.0
1170,11,107.0,655.0,13.0,28390.97,28390.97,28.0
1170,12,118.0,804.0,11.0,24574.25,24574.25,24.0
1171,2,31.0,226.0,,16042.380000000001,16042.380000000001,16.0
1171,3,41.0,277.0,,25452.13,25452.13,25.0
1171,4,44.0,344.0,,20924.42,20924.42,21.0
1171,5,37.0,241.0,,20635.5,20635.5,21.0
1171,6,47.0,282.0,,18007.14,18007.14,18.0
1171,7,44.0,298.0,,20298.36,20298.36,20.0
1171,8,40.0,242.0,,17170.32,17170.32,17.0
1171,9,35.0,178.0,,22378.989999999998,22378.989999999998,22.0
1171,10,41.0,299.0,,26408.82,26408.82,26.0
1171,11,37.0,269.0,,19759.99,19759.99,20.0
1171,12,43.0,297.0,,19172.27,19172.27,19.0
1172,8,47.0,283.0,35.0,12118.28,12118.28,12.0
1172,9,97.0,595.0,119.0,32550.48,32550.48,32.0
1172,10,76.0,472.0,118.0,35075.21,35075.21,35.0
1172,11,90.0,582.0,86.0,25522.05,25522.05,25.0
1172,12,90.0,649.0,117.0,23662.21,23662.21,24.0
1173,9,10.0,69.0,9.0,409.43,409.43,1.0
1173,10,63.0,467.0,63.0,11903.5,11903.5,12.0
1173,11,59.0,357.0,54.0,11757.43,11757.43,12.0
1173,12,82.0,582.0,66.0,21584.21,21584.21,22.0
1174,5,26.0,170.0,16.0,4842.87,4842.87,5.0
1174,6,86.0,593.0,82.0,20325.6,20325.6,20.0
1174,7,77.0,503.0,75.0,23416.61,23416.61,23.0
1174,8,78.0,524.0,75.0,24692.96,24692.96,25.0
1174,9,87.0,654.0,66.0,16506.98,16506.98,17.0
1174,10,85.0,562.0,79.0,22526.28,22526.28,22.0
1174,11,85.0,448.0,83.0,17869.15,17869.15,18.0
1174,12,92.0,594.0,76.0,12347.72,12347.72,13.0
1175,10,101.0,650.0,31.0,22562.08,22562.08,23.0
1175,11,89.0,662.0,30.0,17196.53,17196.53,17.0
1175,12,72.0,557.0,36.0,16689.73,16689.73,17.0
1176,10,24.0,149.0,25.0,12453.3,12453.3,13.0
1176,11,73.0,510.0,64.0,28528.760000000002,28528.760000000002,28.0
1176,12,68.0,396.0,76.0,25808.24,25808.24,26.0
1177,11,43.0,257.0,18.0,11670.710000000001,11670.710000000001,12.0
1177,12,68.0,399.0,26.0,25912.86,25912.86,26.0
1178,10,51.0,358.0,39.0,12326.45,12326.45,13.0
1178,11,57.0,374.0,48.0,18044.83,18044.83,18.0
1178,12,56.0,418.0,49.0,21917.35,21917.35,22.0
1179,7,21.0,167.0,4.0,1473.95,1473.95,2.0
1179,8,79.0,548.0,19.0,16530.82,16530.82,17.0
1179,9,64.0,436.0,21.0,13842.130000000001,13842.130000000001,14.0
1179,10,69.0,388.0,17.0,13093.539999999999,13093.539999999999,13.0
1179,11,65.0,422.0,12.0,17448.07,17448.07,18.0
1179,12,80.0,468.0,17.0,14673.39,14673.39,15.0
1180,12,84.0,575.0,76.0,11829.27,11829.27,12.0
1181,4,42.0,258.0,15.0,7969.9800000000005,7969.9800000000005,8.0
1181,5,67.0,532.0,20.0,12394.05,12394.05,13.0
1181,6,81.0,659.0,26.0,17275.29,17275.29,17.0
1181,7,82.0,544.0,22.0,15644.34,15644.34,16.0
1181,8,60.0,364.0,21.0,15246.59,15246.59,15.0
1181,9,89.0,588.0,30.0,19238.08,19238.08,19.0
1181,10,70.0,438.0,33.0,18317.73,18317.73,18.0
1181,11,78.0,562.0,23.0,16965.72,16965.72,17.0
1181,12,75.0,473.0,31.0,17522.3,17522.3,18.0
1182,5,4.0,19.0,,129.84,129.84,1.0
1182,6,33.0,278.0,4.0,18311.61,18311.61,18.0
1182,7,37.0,239.0,,21181.5,21181.5,21.0
1182,8,27.0,188.0,2.0,19038.13,19038.13,19.0
1182,9,23.0,196.0,4.0,17325.1,17325.1,17.0
1182,10,22.0,147.0,2.0,20959.7,20959.7,21.0
1182,11,30.0,210.0,,21903.66,21903.66,22.0
1182,12,33.0,223.0,2.0,17659.89,17659.89,18.0
1183,10,33.0,169.0,33.0,6980.78,6980.78,7.0
1183,11,87.0,613.0,107.0,18159.74,18159.74,18.0
1183,12,96.0,548.0,97.0,20848.36,20848.36,21.0
1184,12,90.0,602.0,37.0,10254.82,10254.82,11.0
1185,1,23.0,169.0,,6812.77,6812.77,7.0
1185,2,61.0,356.0,,20630.97,20630.97,21.0
1185,3,63.0,397.0,,27856.84,27856.84,28.0
1185,4,86.0,516.0,,32192.079999999998,32192.079999999998,32.0
1185,5,79.0,444.0,,20954.25,20954.25,21.0
1185,6,69.0,465.0,,27639.55,27639.55,27.0
1185,7,77.0,527.0,,29354.86,29354.86,29.0
1185,8,69.0,500.0,,20794.99,20794.99,21.0
1185,9,73.0,540.0,,23561.83,23561.83,24.0
1185,10,65.0,413.0,,24856.760000000002,24856.760000000002,25.0
1185,11,79.0,546.0,,27012.62,27012.62,27.0
1185,12,84.0,533.0,,27865.84,27865.84,28.0
1186,12,17.0,83.0,13.0,1948.94,1948.94,2.0
1187,4,78.0,529.0,7.0,14572.78,14572.78,15.0
1187,5,92.0,582.0,8.0,21073.09,21073.09,21.0
1187,6,71.0,572.0,15.0,25838.15,25838.15,26.0
1187,7,78.0,515.0,8.0,16703.96,16703.96,17.0
1187,8,68.0,479.0,11.0,21777.41,21777.41,22.0
1187,9,90.0,606.0,14.0,16160.35,16160.35,16.0
1187,10,90.0,661.0,11.0,16974.86,16974.86,17.0
1187,11,70.0,427.0,8.0,15474.960000000001,15474.960000000001,16.0
1187,12,74.0,545.0,8.0,21052.81,21052.81,21.0
1188,9,24.0,154.0,32.0,8761.44,8761.44,9.0
1188,10,48.0,310.0,43.0,20608.2,20608.2,21.0
1188,11,54.0,322.0,49.0,24383.760000000002,24383.760000000002,24.0
1188,12,26.0,170.0,52.0,20376.97,20376.97,20.0
1189,9,13.0,111.0,6.0,4255.45,4255.45,5.0
1189,10,57.0,463.0,52.0,21811.18,21811.18,22.0
1189,11,44.0,263.0,39.0,17200.13,17200.13,17.0
